simTime	ueIndex	cellIndex	bitrateDemand	rsrq	newDataRatio	nrUeForDemandType0	nrUeForDemandType1	nrUeForDemandType2	nrUeForDemandType3	nrUeForDemandType4	mcs	qoeScore	
5.775	30	23	100000.0	-6.926	0.379	2.0	0.0	1.0	0.0	0.0	25.200	0.850321	
5.800	31	22	300000.0	-5.336	0.779	2.0	0.0	4.0	2.0	6.0	10.825	0.999227	
5.825	32	26	500000.0	-6.911	0.670	1.0	0.0	0.0	1.0	1.0	9.892	0.998891	
5.850	33	22	1000000.0	-7.399	0.779	2.0	0.0	4.0	2.0	6.0	9.133	0.371805	
5.875	34	22	1000000.0	-6.357	0.779	2.0	0.0	4.0	2.0	6.0	9.915	0.825806	
5.900	35	26	100000.0	-8.670	0.670	1.0	0.0	0.0	1.0	1.0	15.619	0.132224	
5.925	36	23	300000.0	-9.066	0.379	2.0	0.0	1.0	0.0	0.0	19.508	0.009998	
5.950	37	24	500000.0	-4.532	0.877	1.0	0.0	0.0	3.0	4.0	13.971	0.998891	
5.975	38	24	1000000.0	-7.648	0.877	1.0	0.0	0.0	3.0	4.0	6.818	0.966608	
6.000	39	25	1000000.0	-5.736	0.770	0.0	0.0	1.0	1.0	2.0	13.886	0.998987	
6.025	0	22	100000.0	-6.644	0.792	2.0	0.0	4.0	2.0	6.0	9.833	0.999227	
6.050	1	22	300000.0	-5.731	0.792	2.0	0.0	4.0	2.0	6.0	9.622	0.998589	
6.075	2	24	500000.0	-8.281	0.874	1.0	0.0	0.0	3.0	4.0	7.574	0.997264	
6.100	3	22	1000000.0	-6.415	0.792	2.0	0.0	4.0	2.0	6.0	8.026	0.677437	
6.125	4	27	1000000.0	-9.215	0.784	0.0	0.0	0.0	0.0	2.0	7.175	0.914540	
6.150	5	21	100000.0	-8.745	0.341	2.0	0.0	1.0	0.0	0.0	28.000	0.004070	
6.175	6	22	300000.0	-8.462	0.792	2.0	0.0	4.0	2.0	6.0	4.806	0.971980	
6.200	7	25	500000.0	-8.090	0.780	0.0	0.0	1.0	1.0	2.0	13.746	0.994374	
6.225	8	26	1000000.0	-9.045	0.670	1.0	0.0	0.0	1.0	1.0	7.734	0.193236	
6.250	9	27	1000000.0	-7.109	0.784	0.0	0.0	0.0	0.0	2.0	10.270	0.997716	
6.275	10	24	100000.0	-6.182	0.874	1.0	0.0	0.0	3.0	4.0	9.167	0.998093	
6.300	11	22	300000.0	-7.876	0.792	2.0	0.0	4.0	2.0	6.0	6.027	0.999577	
6.325	12	24	500000.0	-4.619	0.874	1.0	0.0	0.0	3.0	4.0	11.795	0.998891	
6.350	13	22	1000000.0	-7.910	0.792	2.0	0.0	4.0	2.0	6.0	7.175	0.207731	
6.375	14	24	1000000.0	-9.246	0.874	1.0	0.0	0.0	3.0	4.0	2.890	0.063233	
6.400	15	22	100000.0	-7.347	0.792	2.0	0.0	4.0	2.0	6.0	8.692	0.995301	
6.425	16	25	300000.0	-7.172	0.780	0.0	0.0	1.0	1.0	2.0	13.588	0.998956	
6.450	17	22	500000.0	-8.760	0.792	2.0	0.0	4.0	2.0	6.0	8.714	0.798229	
6.475	18	24	1000000.0	-6.902	0.874	1.0	0.0	0.0	3.0	4.0	7.988	0.998891	
6.500	19	24	1000000.0	-6.945	0.874	1.0	0.0	0.0	3.0	4.0	7.887	0.998786	
6.525	20	21	100000.0	-8.706	0.341	2.0	0.0	1.0	0.0	0.0	28.000	0.004070	
6.550	21	14	300000.0	-7.272	1.000	0.0	0.0	1.0	0.0	0.0	28.000	0.998589	
6.575	22	16	500000.0	-8.364	1.000	0.0	0.0	0.0	1.0	0.0	28.000	0.998891	
6.600	23	25	1000000.0	-6.962	0.780	0.0	0.0	1.0	1.0	2.0	11.891	0.998987	
6.625	24	12	1000000.0	-7.549	1.000	0.0	0.0	0.0	0.0	1.0	28.000	0.998786	
6.650	25	23	100000.0	-6.659	0.407	2.0	0.0	1.0	0.0	0.0	24.353	0.995301	
6.675	26	21	300000.0	-9.278	0.341	2.0	0.0	1.0	0.0	0.0	18.312	0.005495	
6.700	27	22	500000.0	-8.085	0.792	2.0	0.0	4.0	2.0	6.0	11.024	0.943890	
6.725	28	22	1000000.0	-7.050	0.792	2.0	0.0	4.0	2.0	6.0	9.061	0.571922	
6.750	29	22	1000000.0	-8.530	0.792	2.0	0.0	4.0	2.0	6.0	9.200	0.088365	
6.775	30	23	100000.0	-6.926	0.407	2.0	0.0	1.0	0.0	0.0	24.353	0.024346	
6.800	31	22	300000.0	-5.336	0.792	2.0	0.0	4.0	2.0	6.0	10.585	0.998956	
6.825	32	26	500000.0	-6.911	0.670	1.0	0.0	0.0	1.0	1.0	11.040	0.998891	
6.850	33	22	1000000.0	-7.399	0.792	2.0	0.0	4.0	2.0	6.0	9.254	0.459433	
6.875	34	22	1000000.0	-6.357	0.792	2.0	0.0	4.0	2.0	6.0	9.447	0.825806	
6.900	35	26	100000.0	-8.670	0.670	1.0	0.0	0.0	1.0	1.0	12.538	0.058081	
6.925	36	23	300000.0	-9.066	0.407	2.0	0.0	1.0	0.0	0.0	18.688	0.007414	
6.950	37	24	500000.0	-4.532	0.874	1.0	0.0	0.0	3.0	4.0	14.059	0.998891	
6.975	38	24	1000000.0	-7.648	0.874	1.0	0.0	0.0	3.0	4.0	6.950	0.921350	
7.000	39	25	1000000.0	-5.736	0.780	0.0	0.0	1.0	1.0	2.0	14.107	0.998987	
7.025	0	22	100000.0	-6.644	0.797	2.0	0.0	4.0	2.0	6.0	9.000	0.999227	
7.050	1	22	300000.0	-5.731	0.797	2.0	0.0	4.0	2.0	6.0	9.289	0.999227	
7.075	2	24	500000.0	-8.281	0.873	1.0	0.0	0.0	3.0	4.0	7.550	0.980320	
7.100	3	22	1000000.0	-6.415	0.797	2.0	0.0	4.0	2.0	6.0	8.079	0.571922	
7.125	4	27	1000000.0	-9.215	0.763	0.0	0.0	0.0	0.0	2.0	7.447	0.798229	
7.150	5	21	100000.0	-8.745	0.351	2.0	0.0	1.0	0.0	0.0	28.000	0.004070	
7.175	6	22	300000.0	-8.462	0.797	2.0	0.0	4.0	2.0	6.0	4.918	0.912153	
7.200	7	25	500000.0	-8.090	0.776	0.0	0.0	1.0	1.0	2.0	13.128	0.995301	
7.225	8	26	1000000.0	-9.045	0.662	1.0	0.0	0.0	1.0	1.0	8.309	0.273527	
7.250	9	27	1000000.0	-7.109	0.763	0.0	0.0	0.0	0.0	2.0	10.479	0.999411	
7.275	10	24	100000.0	-6.182	0.873	1.0	0.0	0.0	3.0	4.0	9.391	0.998093	
7.300	11	22	300000.0	-7.876	0.797	2.0	0.0	4.0	2.0	6.0	6.028	0.991444	
7.325	12	24	500000.0	-4.619	0.873	1.0	0.0	0.0	3.0	4.0	11.614	0.999074	
7.350	13	22	1000000.0	-7.910	0.797	2.0	0.0	4.0	2.0	6.0	7.365	0.179523	
7.375	14	24	1000000.0	-9.246	0.873	1.0	0.0	0.0	3.0	4.0	2.753	0.041173	
7.400	15	22	100000.0	-7.347	0.797	2.0	0.0	4.0	2.0	6.0	8.444	0.998093	
7.425	16	25	300000.0	-7.172	0.776	0.0	0.0	1.0	1.0	2.0	13.200	0.998956	
7.450	17	22	500000.0	-8.760	0.797	2.0	0.0	4.0	2.0	6.0	8.435	0.481968	
7.475	18	24	1000000.0	-6.902	0.873	1.0	0.0	0.0	3.0	4.0	8.078	0.998546	
7.500	19	24	1000000.0	-6.945	0.873	1.0	0.0	0.0	3.0	4.0	7.974	0.995301	
